Industry Category,Industry Sub Category,Company Name,Latitude,Longitude,URL,NAICS 2022 Code,NAICS 2022 Description,Key Words/ Phrases,
DOD,General,Alliant Metals Inc,42.859764,-71.177566,www.alliantmetals.com,Not Listed in CIS,Not Listed in CIS,Requires Research,
Industrial,General,Alliant Metals Inc,42.859764,-71.177566,www.alliantmetals.com,Not Listed in CIS,Not Listed in CIS,Requires Research,
BioChem,Medical Device,"ALLIED ORTHOTIC, INC.",42.90294,-71.3495,https://www.alliedreliableorthotics.com/,339113,Surgical Appliance and Supplies Manufacturing,Requires Research,
BioChem,BioTech/ Pharma,Alloy Therapeutics LLC,43.70113,-72.2898,https://alloytx.com/about/,325412,Pharmaceutical Preparation Manufacturing,Requires Research,
Construction,Finishes,ALLWEATHER COATINGS LLC (Foster's All Weather),43.36609,-72.2985,https://www.fosterspainting.com/contact/,332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",Requires Research,
Consumer Goods,Health and Wellness,ALOECORP,42.9567,-72.317,http://www.aloecorp.com,311999,All Other Miscellaneous Food Manufacturing,Requires Research,
Food & Agro,Agricultural Products,ALOECORP,42.9567,-72.317,http://www.aloecorp.com,311999,All Other Miscellaneous Food Manufacturing,Requires Research,
BioChem,Life Science,Alpco Diagnostics,42.770357,-71.244476,www.alpco.com,423450,Not Listed in CIS,Requires Research,
Advertising,Print & Publishing,Alpha Design & Composition,43.30334,-71.3185,http://www.alphadesignandcomposition.com,323120,Support Activities for Printing,Requires Research,
Advertising,Print & Publishing,Alpha Graphics Printshop Of The Future,42.76222,-71.4662,http://www.alphagraphics.com,323111,Commercial Printing (except Screen and Books),Requires Research,
Advertising,Print & Publishing,ALPHAGRAPHICS PRINTSHOPS OF THE FUTURE,42.9443,-71.4361,http://www.alphagraphics.com,323111,Commercial Printing (except Screen and Books),Requires Research,
Industrial,Repair Machine & Parts,"Alpine Machine Co., Inc.",44.46458,-71.1786,http://www.alpinemachine.com,332710,Machine Shops,Requires Research,
Construction,Metal Work,AL'S CUSTOM METAL FABRICATION LLC,42.77984,-72.3836,Unknown,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,Requires Research,
Energy,General,"ALTERNATIVE FUEL SYSTEMS EAST, LLC",43.09273,-71.5507,Unknown,325110,Petrochemical Manufacturing,Requires Research,
Consumer Goods,Health & Wellness,ALTIUM PACKAGING LLC,42.91811,-71.4305,http://www.altiumpkg.com,326199,All Other Plastics Product Manufacturing,Requires Research,
Food & Agro,Support Products,ALTIUM PACKAGING LLC,42.91811,-71.4305,http://www.altiumpkg.com,326199,All Other Plastics Product Manufacturing,Requires Research,
Advertsing,Print & Publishing,"Altobelli, Leslie C",42.83093,-71.1474,https://www.alignable.com/atkinson-nh/leslie-company-solutions-in-printing,323111,Commercial Printing (except Screen and Books),Requires Research,
Construction,Decorative,ALTON BAY BLINDS LLC,42.89057,-70.8957,https://www.abblinds.com/,337920,Blind and Shade Manufacturing,Requires Research,
Advertising,Signs,"ALTON SIGNS & FLEETGRAPHICS, LLC",43.41248,-71.2476,http://www.altonsigns.com,339950,Sign Manufacturing,Requires Research,
Industrial,Tooling & Molding,"Aluminum Castings, Inc.",42.84522,-71.7316,http://www.diamondcasting.com,332710,Machine Shops,Requires Research,
Tech,Parts,"Aluminum Castings, Inc.",42.84522,-71.7316,http://www.diamondcasting.com,332710,Machine Shops,Requires Research,
Automotive,Infrastructure,"ALVIN J. COLEMAN & SON, INC.",43.94111,-71.1499,http://www.ajcoleman.com,327320,Ready-Mix Concrete Manufacturing,Requires Research,
Construction,General,"ALVIN J. COLEMAN & SON, INC.",43.94111,-71.1499,http://www.ajcoleman.com,327320,Ready-Mix Concrete Manufacturing,Requires Research,
Consumer Goods,Textiles,Amatex,43.548014,-71.492076,www.amatex.com,313210,,Requires Research,
Tech,Services,"Ambix Manufacturing, Inc.",43.96811,-71.1455,https://ambixmfg.com/,326199,All Other Plastics Product Manufacturing,Requires Research,
Construction,Woodworking,"AMBURG, ROBERT",43.74277,-71.6895,Unknown,321918,Other Millwork (including Flooring),Requires Research,
Consumer Goods,Textiles,"AMERICAN BACON BOSTON FELT COMPANY, INC.",43.33657,-70.934,https://www.abbfco.com/corporate,313230,Nonwoven Fabric Mills,Requires Research,
Construction,Finishes,"American Brush Company, Inc.",43.369,-72.3655,http://www.linzerproducts.com,339994,"Broom, Brush, and Mop Manufacturing",Requires Research,
Consumer Goods,Hobbies and Recreation,"American Brush Company, Inc.",43.369,-72.3655,http://www.linzerproducts.com,339994,"Broom, Brush, and Mop Manufacturing",Requires Research,
Food & Agro,Support Products,"AMERICAN CALAN, INC.",43.26311,-71.2431,http://www.americancalan.com,333111,Farm Machinery and Equipment Manufacturing,Requires Research,
Consumer Goods,Textiles,"AMERICAN CANVAS, LLC",42.87817,-71.081,putting a new website up soon,314910,Textile Bag and Canvas Mills,Requires Research,
Construction,Concrete,AMERICAN CONCRETE,42.91022,-71.0859,https://www.procore.com/network/p/american-concrete-kingston,327320,Ready-Mix Concrete Manufacturing,Requires Research,
Consumer Goods,Household,American Crystal Works,44.05164,-71.1259,http://www.americancrystal.com,327215,Glass Product Manufacturing Made of Purchased Glass,Requires Research,
Construction,Woodworking,"AMERICAN CUSTOM DESIGN WOODWORKING, INC.",43.46694,-71.5681,http://www.woodworkingnh.com,321918,Other Millwork (including Flooring),Requires Research,
Energy,Renewable,"American Energy Independence Company, LLC",43.30414,-71.33,http://www.amenico.com,311225,Fats and Oils Refining and Blending,Requires Research,
Food & Agro,Food,"American Foods, Llc",42.70388,-71.3173,http://www.candybreak.com,311340,Nonchocolate Confectionery Manufacturing,Requires Research,
BioChem,Med Devices,"American IR Solutions, LLC",42.77737,-71.392,http://www.go-airs.com,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",Requires Research,
DOD,General,"American IR Solutions, LLC",42.77737,-71.392,http://www.go-airs.com,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",Requires Research,
Consumer Goods,Hobbies and Recreation,"American Keder, Inc.",42.75018,-72.0409,http://www.keder.com,336214,Travel Trailer and Camper Manufacturing,Requires Research,
DOD,MIB,"American Keder, Inc.",42.75018,-72.0409,http://www.keder.com,336214,Travel Trailer and Camper Manufacturing,Requires Research,
BioChem,Med Supplies,American Performance Polymers,44.896996,-71.502812,americanperformancepolymers.com,325212,Not Listed in CIS,Requires Research,
Automotive,Infrastructure,"American Steel Fabricators, Inc.",42.93032,-71.9584,http://www.americansteelfab.com,332312,Fabricated Structural Metal Manufacturing,Requires Research,
Construciton,Metal Work,"American Steel Fabricators, Inc.",42.93032,-71.9584,http://www.americansteelfab.com,332312,Fabricated Structural Metal Manufacturing,Requires Research,
Construction,Finishes,AMERICAN TINTER,42.80982,-71.3418,http://www.americantinter.com,327211,Flat Glass Manufacturing,Requires Research,
Automotive,Autoparts/ EV,"Ametek Precitech, Inc.",42.96395,-72.3315,http://www.precitech.com,333248,All Other Industrial Machinery Manufacturing,Requires Research,
DOD,Aerospace,"Ametek Precitech, Inc.",42.96395,-72.3315,http://www.precitech.com,333248,All Other Industrial Machinery Manufacturing,Requires Research,
Tech,Parts,"Ametek Precitech, Inc.",42.96395,-72.3315,http://www.precitech.com,333248,All Other Industrial Machinery Manufacturing,Requires Research,
Consumer Goods,Machine Shop,AMG-Awetis Manufacturing Group Corp.,43.53951,-71.4424,Unknown,333998,All Other Miscellaneous General Purpose Machinery Manufacturing,Requires Research,
Consumer Goods,Labels and Packaging,Amherst Label,42.839354,-71.68096,www.amherstlabel.com,323111,Not Listed in CIS,Requires Research,
Food & Agro,Breweries - Wineries - Distilleries,Amoskeag Beverages LLC,43.177305,-71.525224,Unknown,312120,Not Listed in CIS,Requires Research,
Consumer Goods,Machine Shop,Ammonoosuc Machine,44.2063,-71.9191,Unknown,332710,Machine Shops,Requires Research,
DOD,General,"Amphenol Printed Circuits, Inc. (Amphenol TCS)",42.73862,-71.4887,http://www.amphenol-apc.com,334419,Other Electronic Component Manufacturing,Requires Research,
Tech,Circuit Boards,"Amphenol Printed Circuits, Inc. (Amphenol TCS)",42.73862,-71.4887,http://www.amphenol-apc.com,334419,Other Electronic Component Manufacturing,Requires Research,
Energy,Renewable,"AMPS INDUSTRIES, INC.",42.74767,-71.4214,https://ampsindustries.com/,339999,All Other Miscellaneous Manufacturing,Requires Research,
Consumer Goods,Paper,AN INVITATION EXPERIENCE,42.81975,-71.251,Unknown,323111,Commercial Printing (except Screen and Books),Requires Research,
Automotive,Auto Parts,"ANALOG DEVICES, INC.",42.78394,-71.5099,http://www.analog.com,334413,Semiconductor and Related Device Manufacturing,Requires Research,
DOD,Aerospace,"ANALOG DEVICES, INC.",42.78394,-71.5099,http://www.analog.com,334413,Semiconductor and Related Device Manufacturing,Requires Research,
Energy,Electricity,"ANALOG DEVICES, INC.",42.78394,-71.5099,http://www.analog.com,334413,Semiconductor and Related Device Manufacturing,Requires Research,
Tech,Parts; Software,"ANALOG DEVICES, INC.",42.78394,-71.5099,http://www.analog.com,334413,Semiconductor and Related Device Manufacturing,Requires Research,
Industrial,Machines for Manufacturing,ANCHOR CONSTRUCTION ASSOCIATES LLC,43.42319,-71.8943,http://www.anchorexcavating.com,333120,Construction Machinery Manufacturing,Requires Research,
Food & Agro,Beer-Wine-Distilleries,ANCIENT SOULS DISTILLERY LLC,43.01924,-71.3803,Unknown,312140,Distilleries,Requires Research,
Industrial,Machines for Manufacturing,Andover Corporation,42.77445,-71.2569,http://www.andovercorp.com,333310,Commercial and Service Industry Machinery Manufacturing,Requires Research,
Construction,Concrete,ANDRADE SEALCOATING LLC,43.44124,-71.3513,http://www.andradesealcoating.com,324122,Asphalt Shingle and Coating Materials Manufacturing,Requires Research,
Construction,Concrete,"ANDREW J. FOSS CO., LLC",43.37946,-71.0382,http://www.ajfoss.com,327390,Other Concrete Product Manufacturing,Requires Research,
Construction,Woodworking,ANDREWS FAMILY HANDYMAN & WOODWORKING LLC,42.79751,-71.1902,Unknown,321918,Other Millwork (including Flooring),Requires Research,
Construction,Woodworkin,Andrews Woodcraft,42.91842,-72.2584,Unknown,337122,Nonupholstered Wood Household Furniture Manufacturing,Requires Research,
Consumer Goods,Books eBooks,ANFUSO DENNIS & LIND A,42.84586,-71.7433,https://www.toadbooks.com/event/milford-dennis-anfuso-presents-new-chapter-oz-world,323117,Books Printing,Requires Research,
Services,Management of Companies,ANGIUONI INDUSTRIES LLC,42.83896,-71.4585,https://www.nhcompanyregistry.com/companies/angiuoni-industries-llc/,339999,All Other Miscellaneous Manufacturing,Requires Research,
Food & Agro,Breweries-Wineries-Distilleries,Anheuser Busch,42.825363,-71.485982,https://www.anheuser-busch.com/,312120,Not Listed in CIS,Requires Research,
Consumer Goods,Textiles Hobbies and Recreation,"ANSON SAILMAKERS, LLC",43.03684,-70.8394,https://hfflag.com/retail-flag-store/,314910,Textile Bag and Canvas Mills,Requires Research,
Automotive,Accessories,Antenum,42.833526,-71.48853,Unknown,Not Listed in CIS,Not Listed in CIS,Requires Research,
Construction,Metal Work,Apollo Steel LLC,42.80767,-72.0106,http://www.apollosteelllc.com,332312,Fabricated Structural Metal Manufacturing,Requires Research,
BioChem,Medical Device,Aponos Medical Corporation,42.86673,-71.0885,http://www.padlockclip.com,339112,Surgical and Medical Instrument Manufacturing,Requires Research,
Clothing,Accessories,"APPALACHIAN STITCHING COMPANY, LLC",44.29441,-71.7637,http://www.appalachianstitching.com,316990,Other Leather and Allied Product Manufacturing,Requires Research,
Construciton,Decorative,"APPALACHIAN STITCHING COMPANY, LLC",44.29441,-71.7637,http://www.appalachianstitching.com,316990,Other Leather and Allied Product Manufacturing,Requires Research,
Consumer Goods,Textiles,"APPALACHIAN STITCHING COMPANY, LLC",44.29441,-71.7637,http://www.appalachianstitching.com,316990,Other Leather and Allied Product Manufacturing,Requires Research,
Construction,Woodworking & Foam,"APPLE HILL WOODWORKS, INC.",42.71889,-71.7964,http://www.foamrun.com,321918,Other Millwork (including Flooring),Requires Research,
Tech,Circuit Boards,Applied Circuit Services,42.991809,-70.9691,http://appliedcircuitservices.com/,811219,Not Listed in CIS,Requires Research,
Construction,Tooling & Molding,Applied Precision Tool Co Inc,43.04026,-70.8249,Unknown,332216,Saw Blade and Handtool Manufacturing,Requires Research,
Industrial,Tooling & Molding,"APPLIED TOOL & DESIGN, LLC",43.17487,-70.9466,http://www.atdllc.com,332710,Machine Shops,Requires Research,
Food & Agro,Breweries - Distilleries - Wineries,APPOLO VINEYARDS LLC,42.87192,-71.2798,http://www.appolovineyards.com,312130,Wineries,Requires Research,
BioChem,Medical Device,"AprioMed, Inc.",42.88296,-71.3046,http://www.apriomed.com,339112,Surgical and Medical Instrument Manufacturing,Interventional Radiology,
Construction,Concrete,"THE QUIKRETE COMPANIES, LLC",42.77808,-71.5011,http://www.quikrete.com,327390,Other Concrete Product Manufacturing,"polymer sealants, adhesives, concrete mix, walkways, repairing, decorative moldings",
Industrial,Tooling & Molding,The Rapid Group,42.77808,-71.5011,http://www.protolabs.com,332322,Sheet Metal Work Manufacturing,"digital manufacturing, early prototyping, injection molding, photopolymers",
Construction,Woodworking,"THE RESTORER, FURNITURE RESTORATION & WOODWORKING LLC",42.94341,-71.1881,Unknown,321918,Other Millwork (including Flooring),Requires Research,
BioChem,Personal,The Rose Essential Oil Group LLC,43.20452,-70.8691,Unknown,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,Requires Research,
Food & Agro,Beer-Wine-Distilleries,The Sea Hagg Distillery LLC,43.36603,-72.1766,Unknown,312140,Distilleries,Requires Research,
Advertising,Signs,The Sign Doctor Home of Santas Work Shop,42.97585,-71.4561,Unknown,339950,Sign Manufacturing,Requires Research,
Advertising,Signs,"The Sign Gallery, L.L.C.",44.59903,-71.5129,http://www.signgallerynh.com,339950,Sign Manufacturing,Requires Research,
Advertising,Signs,The Sign Post,43.32198,-71.7158,Unknown,339950,Sign Manufacturing,Requires Research,
Advertising,Signs,The Stable Sign,42.9148,-71.3646,Unknown,339950,Sign Manufacturing,Requires Research,
Construction,Plumbing,THE Trane Company,43.67642,-72.2589,http://www.trane.com,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,Requires Research,
Food & Agro,Food,The Vermont Farm and Cheese Collaborative L3c,44.04115,-71.6673,Unknown,311511,Fluid Milk Manufacturing,Requires Research,
Food & Agro,Beer-Wine-Distilleries,"The Vineyard at Seven Birches, LLC",42.88917,-71.335,http://www.sevenbirches.com,312130,Wineries,Requires Research,
Industrial,Maintenance,The Weatherize Guyz LLC,43.06896,-70.7738,http://www.weatherizeguyz.com,339991,"Gasket, Packing, and Sealing Device Manufacturing",Requires Research,
Construction,Woodworking,The Wood Works,42.90917,-71.422,http://www.wmclarke.com,321918,Other Millwork (including Flooring),Requires Research,
Construction,Woodworking,The Woodworks Architectural Millwork,43.71561,-72.2009,http://www.twnh.com,321918,Other Millwork (including Flooring),Requires Research,
BioChem,Pharmaceutical,"Theracat, LLC",42.70456,-71.5334,Unknown,325412,Pharmaceutical Preparation Manufacturing,Requires Research,
BioChem,Medical Device,"Therapeutic Dimensions NorthEast, Inc.",43.6324,-72.3112,Unknown,339112,Surgical and Medical Instrument Manufacturing,Requires Research,
Construction,Heating,Therma HEXX LLC,43.035833,-70.789619,www.therma-hexx.com,339999,All Other Miscellaneous Manufacturing,"hydronic radiant heating and cooling system, green bullding, pavement melting, swinning pool heating, solar, snow melting, roofs, driveway",
Construction,Electrical,"Thermal ARC, Inc.",43.03246,-70.7927,Unknown,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,,
BioChem,Life Science,THERMO FISHER SCIENTIFIC INC.,43.07359,-70.8094,http://www.thermofisher.com,334516,Analytical Laboratory Instrument Manufacturing,Requires Research,
BioChem,Life Science,Thermo Neslab LLC,43.26133,-70.9057,http://www.marshallscientific.com,334516,Analytical Laboratory Instrument Manufacturing,Requires Research,
Industrial,Support Products,Thermopol Inc.,43.97343,-71.6783,Unknown,333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing",Requires Research,
Advertising,Print,THH Associates LLC,42.96896,-71.4546,http://www.truecolorsprint.com,323111,Commercial Printing (except Screen and Books),Requires Research,
Construction,Woodworking,"Thibco, Inc",43.29245,-71.684,http://www.thibco.com,321918,Other Millwork (including Flooring),Requires Research,
Construction,Tooling & Molding,THINK TWICE,42.98996,-72.3858,http://www.thinktwice2.com,339999,All Other Miscellaneous Manufacturing,Requires Research,
Industrial,Measuring and Testing,"Thomas Instruments, Inc.",43.00718,-71.0318,Unknown,334519,Other Measuring and Controlling Device Manufacturing,Requires Research,
Construction,Plumbing,Thomas J Frank Jr,42.89249,-71.3111,Unknown,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,Requires Research,
Construction,Metal Work,Thompson Investment Casting,43.285213,-70.974544,www.thompsoninvestmentcastings.com,332111,Iron and Steel Forging,Requires Research,
Tech,Parts,Thorlabs,40.779112,-73.968844,www.thorlabs.com,Not Listed in CIS,Not Listed in CIS,"imaging, optomechanics, motion control, optics, fiber, light, light analysis, spectroscopy, telecom, microscopy cameras, fiber optomechanics, lasers, drivers, mounts",
Consumer Goods,Machine Shop,Thornton Manufacturing Inc,42.92326,-70.9915,Unknown,332710,Machine Shops,Requires Research,
Construction,Metal Work,THREE HORSESHOES LLC,43.25215,-71.1565,Unknown,332111,Iron and Steel Forging,Requires Research,
Advertising,Apparel,"THUNDER CREEK, LLC",43.15696,-70.8689,Unknown,323113,Commercial Screen Printing,t-shirts,
Tech,Parts,Thunderline-Z Inc,42.876275,-71.153885,https://www.sensience.com/thunderline-z/,811219,Not Listed in CIS,"RF and DC feedthrus and microwave packages, sensors",
BioChem,Med Supplies,"TICKED OFF, INC.",42.90937,-72.2636,http://www.tickedoff.com,325411,Medicinal and Botanical Manufacturing,animal tick removal,
Consumer Goods,Hobbies and Recreation,Timberland LLC,43.37227,-72.3765,http://www.timberland.com,316210,Footwear Manufacturing,"clothing, shoes, Footwear, boots, hiking, sneakers, sandals, boat shoes, work boots, snow boots, pro work, winter boots, outerwear, sweatshirts, t-shirts, tshirts, bottoms, pants, shorts",
Construction,Woodworking,Timberpeg East Inc,43.05537,-70.7338,http://www.timberpeg.com,321992,Prefabricated Wood Building Manufacturing,Requires Research,
Industrial,Support Products,Timbertech Company Inc,42.71987,-71.4826,http://www.timbertech.com,321920,Wood Container and Pallet Manufacturing,Requires Research,
Consumer Goods,Textiles,"Time Out Life and Body, Incorporated",43.29507,-70.9709,http://www.mytolbcare.com,314910,Textile Bag and Canvas Mills,Requires Research,
Advertising,Apparel,"TIME STEP TEES, LLC",43.15646,-72.1412,Unknown,323113,Commercial Screen Printing,Requires Research,
Construction,Woodworking,TIMELESS WOODWORKS,44.03559,-71.1547,Unknown,321918,Other Millwork (including Flooring),Requires Research,
DOD,Aerospace,Timken Aerospace,,,www.timken.com,332991,Not Listed in CIS,"engineered bearings, industrial motion, augers, belts, brakes, clutches, chain, couplings, universal joints, industrial drives, linear motion solutions, lubrication, filtration, uptower wind, engineered seals, hydraulic components",
Food & Agro,Beverage,TIN CAN CO LLC,43.23056,-70.8309,http://www.mytincanco.com,332431,Metal Can Manufacturing,Requires Research,
Industrial,Tooling & Molding,FREUDENBERG-NOK GENERAL PARTNERSHIP,43.4292,-71.5945,http://www.freudenberg.com,325211,Plastics Material and Resin Manufacturing,,
