CIS ID#,Industry Category,Industry Sub Category,Company Name,Latitude,Longitude,URL,NAICS 2022 Code,NAICS 2022 Description,
NH90001558,BioChem,Med Devices,"American IR Solutions, LLC",42.77737,-71.392,http://www.go-airs.com,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",
NH90001558,DOD,,"American IR Solutions, LLC",42.77737,-71.392,http://www.go-airs.com,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",
NH90002652,Consumer Goods,Hobbies and Recreation,"American Keder, Inc.",42.75018,-72.0409,http://www.keder.com,336214,Travel Trailer and Camper Manufacturing,
NH90002652,DOD,MIB,"American Keder, Inc.",42.75018,-72.0409,http://www.keder.com,336214,Travel Trailer and Camper Manufacturing,
NH90001664,BioChem,Med Supplies,American Performance Polymers,44.896996,-71.502812,americanperformancepolymers.com,325212,,
NH90001821,Automotive,Infrastructure,"American Steel Fabricators, Inc.",42.93032,-71.9584,http://www.americansteelfab.com,332312,Fabricated Structural Metal Manufacturing,
NH90001821,Construction,Metal Work,"American Steel Fabricators, Inc.",42.93032,-71.9584,http://www.americansteelfab.com,332312,Fabricated Structural Metal Manufacturing,
NH90002654,Construction,Finishes,AMERICAN TINTER,42.80982,-71.3418,http://www.americantinter.com,327211,Flat Glass Manufacturing,
NE20448,Automotive,Autoparts/ EV,"Ametek Precitech, Inc.",42.96395,-72.3315,http://www.precitech.com,333248,All Other Industrial Machinery Manufacturing,
NE20448,DOD,Aerospace,"Ametek Precitech, Inc.",42.96395,-72.3315,http://www.precitech.com,333248,All Other Industrial Machinery Manufacturing,
NE20448,Tech,Parts,"Ametek Precitech, Inc.",42.96395,-72.3315,http://www.precitech.com,333248,All Other Industrial Machinery Manufacturing,
NH90000662,Consumer Goods,Labels and Packaging,Amherst Label,42.839354,-71.68096,www.amherstlabel.com,323111,,
NH90002421,Food & Agro,Breweries - Wineries - Distilleries,Amoskeag Beverages LLC,43.177305,-71.525224,,312120,,
20089,DOD,,"Amphenol Printed Circuits, Inc. (Amphenol TCS)",42.73862,-71.4887,http://www.amphenol-apc.com,334419,Other Electronic Component Manufacturing,
20089,Tech,Circuit Boards,"Amphenol Printed Circuits, Inc. (Amphenol TCS)",42.73862,-71.4887,http://www.amphenol-apc.com,334419,Other Electronic Component Manufacturing,
NH90002660,Energy,Renewable,"AMPS INDUSTRIES, INC.",42.74767,-71.4214,https://ampsindustries.com/,339999,All Other Miscellaneous Manufacturing,
NH90002662,Consumer Goods,Paper,AN INVITATION EXPERIENCE,42.81975,-71.251,,323111,Commercial Printing (except Screen and Books),
NH90002663,Automotive,Auto Parts,"ANALOG DEVICES, INC.",42.78394,-71.5099,http://www.analog.com,334413,Semiconductor and Related Device Manufacturing,
NH90002663,DOD,Aerospace,"ANALOG DEVICES, INC.",42.78394,-71.5099,http://www.analog.com,334413,Semiconductor and Related Device Manufacturing,
NH90002663,Energy,Electricity,"ANALOG DEVICES, INC.",42.78394,-71.5099,http://www.analog.com,334413,Semiconductor and Related Device Manufacturing,
NH90002663,Tech,Parts; Software,"ANALOG DEVICES, INC.",42.78394,-71.5099,http://www.analog.com,334413,Semiconductor and Related Device Manufacturing,
NH90002667,Construction,Concrete,ANDRADE SEALCOATING LLC,43.44124,-71.3513,http://www.andradesealcoating.com,324122,Asphalt Shingle and Coating Materials Manufacturing,
NH90001667,Construction,Concrete,"ANDREW J. FOSS CO., LLC",43.37946,-71.0382,http://www.ajfoss.com,327390,Other Concrete Product Manufacturing,
NH90002669,Construction,Woodworking,ANDREWS FAMILY HANDYMAN & WOODWORKING LLC,42.79751,-71.1902,marcandrews20@gmail.com,321918,Other Millwork (including Flooring),
NH90002670,Construction,Woodworkin,Andrews Woodcraft,42.91842,-72.2584,,337122,Nonupholstered Wood Household Furniture Manufacturing,
NH90002671,Consumer Goods,Books eBooks,ANFUSO DENNIS & LIND A,42.84586,-71.7433,https://www.toadbooks.com/event/milford-dennis-anfuso-presents-new-chapter-oz-world,323117,Books Printing,
NH90002673,Services,Management of Companies,ANGIUONI INDUSTRIES LLC,42.83896,-71.4585,https://www.nhcompanyregistry.com/companies/angiuoni-industries-llc/,339999,All Other Miscellaneous Manufacturing,
NH90001822,Food & Agro,Breweries-Wineries-Distilleries,Anheuser Busch,42.825363,-71.485982,https://www.anheuser-busch.com/,312120,,
NH90005580,Consumer Goods,Textiles Hobbies and Recreation,"ANSON SAILMAKERS, LLC",43.03684,-70.8394,https://hfflag.com/retail-flag-store/,314910,Textile Bag and Canvas Mills,
NH90001617,Automotive,Accessories,Antenum,42.833526,-71.48853,,,,
